brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,country
Toyota,GR86 Premium,2022,"1,050 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,"40,000",Italy
Land,Rover Range Rover P525 Westminster,2021,"22,270 mi.",Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Gray,Ebony,None reported,,"89,900",Spain
Ford,Mustang GT Premium,2012,"19,900 mi.",Gasoline,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"26,500",France
Tesla,Model Y Long Range,2020,"19,800 mi.",,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,White,None reported,Yes,"44,990",France
RAM,1500 Sport,2012,"113,500 mi.",Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"17,900",France
Lamborghini,Gallardo LP550-2,2013,"22,000 mi.",Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"150,000",Austria
INFINITI,Q60 3.0t Red Sport 400,2022,"3,300 mi.",Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,"54,000",Austria
Volkswagen,e-Golf SE,2016,"41,615 mi.",,115.0HP Electric Motor Electric Fuel System,1-Speed A/T,Blue,Gray,None reported,Yes,"12,000",France
Tesla,Model X Long Range,2022,"11,860 mi.",,670.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,"92,500",Belgium
BMW,M5 Base,2015,"27,000 mi.",Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"52,500",Sweden
Kia,K5 GT-Line,2022,"22,101 mi.",Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,At least 1 accident or damage reported,Yes,"29,430",Germany
Chevrolet,Caprice Classic Base,1996,"60,000 mi.",Gasoline,260.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Purple,Gray,,,"18,500",Belgium
Subaru,BRZ Limited,2013,"46,452 mi.",Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"22,888",France
Lincoln,MKZ Reserve I,2019,"36,000 mi.",Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,"26,500",Italy
Chevrolet,Corvette Grand Sport,2019,"13,100 mi.",Gasoline,460.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed M/T,Silver,Red,None reported,Yes,"61,950",Germany
Audi,Q5 2.0T Premium Plus,2019,"50,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,"27,000",Belgium
Mazda,CX-9 Signature,2018,"19,500 mi.",Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,"32,250",Switzerland
Ford,Mustang GT,2016,"36,000 mi.",Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,At least 1 accident or damage reported,Yes,"31,000",Belgium
Rolls-Royce,Wraith Base,2016,"21,000 mi.",Gasoline,624.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Brown,Black,,,"217,000",Netherlands
Chevrolet,Camaro 1SS,2022,"6,640 mi.",Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Orange,Black,None reported,Yes,"51,999",Belgium
BMW,X5 xDrive35i,2016,"74,850 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,Yes,"21,900",Netherlands
Nissan,Maxima SV,2014,"117,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"10,900",Sweden
Toyota,Tundra TRD Pro,2016,"51,400 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,,,"39,900",France
INFINITI,QX60 AUTOGRAPH,2022,"6,000 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gold,Brown,None reported,Yes,"57,999",Spain
Mitsubishi,Lancer Evolution MR,2006,"128,000 mi.",Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"37,999",Spain
BMW,X3 xDrive30i,2021,"15,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,"39,995",Spain
Toyota,Tundra SR5,2016,"119,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,None reported,Yes,"29,950",Sweden
Lincoln,Mark LT Base,2006,"87,500 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,"12,999",Germany
Ford,Flex SEL,2011,"149,000 mi.",Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,"7,999",Austria
Audi,Q5 2.0T Premium Plus,2015,"54,700 mi.",E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Gray,Brown,At least 1 accident or damage reported,Yes,"20,995",Sweden
Ford,F-150 XL,2021,"45,979 mi.",Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Agate Black Metallic,Black,None reported,Yes,"38,532",Sweden
Lincoln,Continental Reserve,2017,"56,846 mi.",Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,Yes,"29,000",Germany
Tesla,Model X 75D,2017,"94,100 mi.",,518.0HP Electric Motor Electric Fuel System,A/T,Black,Orange,At least 1 accident or damage reported,Yes,"49,900",Belgium
Jeep,Grand Cherokee Limited,2017,"80,150 mi.",Gasoline,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,"22,500",Sweden
GMC,Terrain SLT-1,2013,"11,563 mi.",Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"12,300",Italy
Tesla,Model X Long Range,2022,"7,500 mi.",,670.0HP Electric Motor Electric Fuel System,A/T,Silver,Black,None reported,Yes,"84,000",Italy
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,"15,615 mi.",Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Gray,Black,None reported,Yes,"78,000",Italy
Subaru,Impreza WRX Base,2013,"113,000 mi.",Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,"16,000",Norway
Kia,Optima S,2018,"74,000 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,"15,000",Switzerland
Mercedes-Benz,M-Class ML 350,2011,"99,200 mi.",Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"11,900",Austria
Volkswagen,Beetle 2.0T S,2018,"36,824 mi.",Gasoline,174.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,"23,999",Norway
Acura,RSX Base,2005,"186,040 mi.",Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,"6,700",Spain
GMC,Acadia SLE,2020,"58,000 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,"27,700",France
Ford,F-150 Lariat,2020,"31,250 mi.",Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"42,500",Austria
Jeep,Gladiator Overland,2020,"43,000 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,"46,500",Norway
Toyota,Tacoma TRD Sport,2020,"41,199 mi.",Gasoline,3.5 Liter,6 Speed Mt,Black,Black/Gun Metal,None reported,,"41,598",Sweden
Kia,EV6 GT-Line,2022,"22,000 mi.",,320.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,"45,000",Sweden
Genesis,GV70 3.5T Sport,2022,"12,900 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,White,None reported,Yes,"53,000",Norway
Ford,Explorer ST,2022,"10,500 mi.",Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,,,"50,000",Switzerland
MINI,Countryman Cooper,2020,"74,725 mi.",Gasoline,1.5L I3 12V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Black,Black,None reported,Yes,"21,612",Sweden
Mazda,CX-5 Grand Touring,2021,"61,117 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Sonic Silver Metallic,Black,None reported,Yes,"26,485",Germany
BMW,325 i,2003,"142,000 mi.",Gasoline,184.0HP 2.5L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,"4,800",Italy
Ford,Mustang EcoBoost Premium,2019,"31,000 mi.",–,–,6-Speed M/T,Gray,Black,None reported,Yes,"34,700",Norway
Toyota,Yaris L,2012,"129,355 mi.",Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,"7,950",Austria
Chevrolet,Express 1500 Base,2010,"204,000 mi.",E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Gray,At least 1 accident or damage reported,Yes,"4,900",Switzerland
Lincoln,Navigator L Select,2016,"115,600 mi.",Gasoline,380.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,"22,500",Sweden
Jeep,Wrangler Sahara Altitude,2023,"1,563 mi.",Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Gray,Black,None reported,Yes,"62,500",Netherlands
Bentley,Continental GT Base,2007,"72,166 mi.",Gasoline,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"35,995",Sweden
Lexus,RX 350 F Sport,2018,"26,100 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,"37,899",France
BMW,430 i,2017,"58,880 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,Yes,"21,000",Germany
Cadillac,Escalade Sport Platinum,2021,"26,000 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,"104,000",Austria
Honda,Civic EX,2008,"190,640 mi.",Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Silver,At least 1 accident or damage reported,Yes,"5,500",Netherlands
Porsche,Cayenne AWD,2020,"37,500 mi.",Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"59,900",Spain
Ford,Mustang Mach-E GT,2022,"13,856 mi.",,480.0HP Electric Motor Electric Fuel System,1-Speed A/T,White,Black,None reported,Yes,"54,000",Spain
Cadillac,ATS 2.5L Luxury,2013,"225,000 mi.",Gasoline,202.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,"13,600",Germany
Lexus,LS 460 Base,2014,"123,256 mi.",Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"24,995",Norway
Cadillac,Escalade Premium Luxury,2021,"11,459 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Brown,None reported,Yes,"88,900",Spain
Mercedes-Benz,C-Class C 300 4MATIC Sport,2016,"67,289 mi.",Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,"20,490",Austria
Hyundai,Veloster Base,2013,"56,837 mi.",Gasoline,132.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,At least 1 accident or damage reported,Yes,"10,500",Netherlands
Chevrolet,Corvette Base,2002,"44,168 mi.",Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Orange,Black,None reported,Yes,"30,000",Switzerland
Mercedes-Benz,C-Class C 300 4MATIC,2019,"59,766 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Lunar Blue Metallic,Macchiato,None reported,,"26,900",Germany
Kia,Stinger GT,2018,"56,300 mi.",Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"29,950",Belgium
Volvo,S60 R,2004,"167,000 mi.",Gasoline,300.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,Yes,"8,000",Austria
Chevrolet,Silverado 2500 LT,2015,"122,770 mi.",E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Brown,Black,None reported,Yes,"27,499",Sweden
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,"59,271 mi.",Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"54,995",Italy
GMC,Sierra 1500 SLE,2015,"102,000 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,"24,500",Austria
Chevrolet,Silverado 1500 RST,2020,"40,929 mi.",Gasoline,5.3L V8 16V GDI OHV,Automatic,Cajun Red Tintcoat,Jet Black,At least 1 accident or damage reported,Yes,"44,800",Netherlands
Porsche,911 Turbo S,2019,"22,000 mi.",Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,"174,900",Austria
Chevrolet,Suburban Z71,2022,"19,200 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,None reported,Yes,"69,790",France
Mercedes-Benz,G-Class G 550 4MATIC,2019,"32,376 mi.",Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"128,000",Norway
Porsche,911 Carrera,2023,"19,800 mi.",Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"134,900",Netherlands
Land,Rover Range Rover Sport HSE,2011,"105,000 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"10,000",France
Ford,F-250 Lariat,2016,"122,650 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,"38,900",Austria
Subaru,BRZ Limited,2022,"14,000 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,"34,999",Austria
Lexus,LS 460 Base,2008,"100,868 mi.",Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,"15,397",Austria
Land,Rover Range Rover Sport HSE,2013,"111,000 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"15,000",Sweden
Cadillac,Escalade Sport Platinum,2021,"38,500 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"94,995",Netherlands
Nissan,Pathfinder S,2020,"41,250 mi.",Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,White,–,None reported,Yes,"21,865",Sweden
MINI,Cooper S Base,2006,"99,600 mi.",Gasoline,168.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Orange,Black,None reported,Yes,"5,500",France
Acura,ILX 2.0L w/Premium Package,2013,"198,000 mi.",Gasoline,150.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"11,000",Italy
Lexus,RX 350 Base,2021,"20,598 mi.",Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Atomic Silver,Gray,At least 1 accident or damage reported,,"42,599",Italy
Porsche,911 Carrera S,2013,"52,044 mi.",Gasoline,400.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,White,Gray,None reported,Yes,"76,500",France
MINI,Hardtop Cooper S,2022,"23,777 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"30,000",France
Ford,F-150 Platinum,2018,"60,660 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Black,At least 1 accident or damage reported,Yes,"46,900",France
BMW,i3 Base,2015,"26,000 mi.",,170.0HP 0.65L Electric Motor Electric Fuel System,1-Speed A/T,White,Beige,None reported,Yes,"14,999",Spain
Mazda,CX-5 Touring,2018,"61,000 mi.",Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,"21,800",Norway
Lexus,RX 350 F Sport Performance,2020,"53,750 mi.",Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,"32,600",Belgium
BMW,X5 M50i,2023,"13,735 mi.",Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Black Sapphire Metallic,Black,None reported,,"77,897",Netherlands
Mercedes-Benz,E-Class E 300,2019,"32,580 mi.",Gasoline,2.0 Liter Turbo,Automatic,Obsidian Black Metallic,Beige,None reported,,"33,998",Netherlands
Porsche,911 Carrera Cabriolet,2006,"96,275 mi.",Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,At least 1 accident or damage reported,Yes,"52,500",Austria
Ford,F-350 Lariat,2015,"162,000 mi.",Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,"32,000",Switzerland
BMW,X3 xDrive30i,2019,"92,040 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Alpine White,Black,None reported,Yes,"24,999",Netherlands
RAM,1500 SLT,2017,"73,690 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"27,000",Spain
Toyota,Tacoma Base,2009,"48,750 mi.",Gasoline,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,M/T,Brown,Silver,None reported,Yes,"17,900",Germany
Cadillac,SRX Performance Collection,2011,"124,542 mi.",Gasoline,265.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,"8,450",Sweden
Ford,Mustang GT Premium,2010,"69,000 mi.",Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,"20,000",Belgium
Dodge,Ram 2500 Laramie Quad Cab,2004,"148,000 mi.",Diesel,250.0HP 5.9L Straight 6 Cylinder Engine Diesel Fuel,4-Speed A/T,Black,Beige,None reported,Yes,"19,000",Belgium
BMW,650 i,2006,"122,141 mi.",Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,"10,500",Belgium
Subaru,Impreza WRX,2012,"106,000 mi.",Gasoline,265.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,Yes,"15,000",Austria
Ford,Edge Titanium,2017,"113,294 mi.",Gasoline,245.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"16,500",Germany
Kia,Telluride SX,2021,"24,423 mi.",Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Black,Black,None reported,,"44,315",Italy
Tesla,Model S Long Range,2022,"28,000 mi.",,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,White,None reported,Yes,"68,750",Italy
RAM,1500 Rebel,2018,"54,800 mi.",Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"37,050",Germany
Ford,Explorer XLT,2017,"161,000 mi.",Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,None reported,Yes,"17,500",Netherlands
Mercedes-Benz,AMG GLE 43 4MATIC Coupe,2019,"28,755 mi.",Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,"61,350",Norway
Audi,Q5 2.0T Premium Plus,2016,"52,105 mi.",E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,White,Beige,At least 1 accident or damage reported,Yes,"20,499",Germany
Nissan,Armada Platinum,2018,"119,950 mi.",Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"20,999",Germany
Mercedes-Benz,SL-Class SL500 Roadster,2003,"80,081 mi.",Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Beige,None reported,Yes,"12,500",France
Bentley,Bentayga V8,2021,"24,500 mi.",Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,"165,000",Sweden
Jeep,Gladiator Overland,2021,"4,100 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"55,000",Belgium
BMW,M2 CS,2020,"9,670 mi.",Gasoline,444.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,"103,500",Sweden
Dodge,Charger SE,2017,"63,250 mi.",Gasoline,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"18,650",Sweden
Lincoln,MKX Black Label,2017,"69,431 mi.",Gasoline,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"26,500",Belgium
Toyota,Tundra SR5,2015,"108,044 mi.",Gasoline,5.7L V8 32V MPFI DOHC,6-Speed Automatic,Black,–,None reported,Yes,"31,380",Spain
BMW,335 i,2008,"98,000 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Brown,None reported,Yes,"13,998",Italy
BMW,X1 xDrive28i,2019,"52,253 mi.",Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"34,500",Italy
Ford,F-350 Platinum,2022,"23,850 mi.",Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Black,None reported,Yes,"99,750",Sweden
Mercedes-Benz,Sprinter High Roof,2015,"1,500 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,"39,500",Germany
Dodge,Challenger GT,2021,"40,000 mi.",Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"32,500",Norway
Audi,S4 3.0 Prestige,2012,"38,718 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"31,000",Belgium
Toyota,Tacoma TRD Sport,2018,"84,184 mi.",Gasoline,3.5 Liter,Automatic,Magnetic Gray Metallic,Graphite w/Gun Metal,None reported,,"35,998",France
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,"13,344 mi.",Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,Red,Black,None reported,Yes,"56,500",Italy
INFINITI,Q50 3.0t Red Sport 400,2018,"51,850 mi.",Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"28,900",Netherlands
Porsche,911 Carrera 4S,2002,"119,500 mi.",Gasoline,320.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,"36,995",Italy
Ford,Expedition Max Limited,2021,"30,918 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,Yes,"51,999",Germany
Chevrolet,Corvette Stingray w/3LT,2023,"1,100 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,"92,000",Netherlands
Mercedes-Benz,C-Class C 300,2019,"40,000 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,"27,900",Norway
Jeep,Grand Cherokee Limited,2005,"100,500 mi.",Gasoline,325.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"9,998",Norway
Dodge,Charger SRT Hellcat,2020,"54,320 mi.",Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"67,000",Austria
